at_bat,batting_team,batter,pitching_team,pitcher,attempt,rbi,single,double,triple,quadruple,home_run,steal1,steal2,steal3,steal4,steal5,adv1,adv2,adv3,adv4,adv5,zone,strikeout,flyout,tag,peg,fielder,assist,error,error,error,notes
33,5-2023,163,8-2023,165,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
34,8-2023,53,5-2023,127,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,
35,8-2023,144,5-2023,127,1,,,,,,,,,,,,,,,,,,,1,,,130,,,,,
36,5-2023,160,8-2023,165,1,,1,,,,,,1,,1,,,,1,,,,,,,,,,,,,
37,5-2023,162,8-2023,165,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
38,5-2023,166,8-2023,165,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
39,5-2023,167,8-2023,165,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
40,8-2023,139,5-2023,27,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,
41,8-2023,165,5-2023,27,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
42,8-2023,140,5-2023,27,1,,,,,,,,,,,,,,,,,,,1,,,127,,,,,
43,5-2023,163,8-2023,165,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
44,5-2023,126,8-2023,165,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,
45,5-2023,27,8-2023,165,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
46,5-2023,130,8-2023,165,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
47,8-2023,165,5-2023,167,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
48,8-2023,75,5-2023,167,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
49,8-2023,55,5-2023,167,1,,,,,,,,,,,,,,,,,,,1,,,27,,,,,
50,5-2023,125,8-2023,165,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
51,5-2023,131,8-2023,165,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
52,8-2023,142,5-2023,127,1,,,,,,,,,,,,,,,,,,,1,,,130,,,,,
53,5-2023,129,8-2023,165,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
54,8-2023,106,5-2023,127,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
55,8-2023,141,5-2023,27,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
56,5-2023,130,8-2023,165,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
57,8-2023,143,5-2023,127,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
58,8-2023,165,5-2023,127,1,,,,,,,,,,,,,,,,,,,1,,,130,,,,,
59,5-2023,127,8-2023,165,1,,,,,,,,,,,,,,,,,,,1,,,139,,,,,
60,8-2023,139,5-2023,27,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
61,8-2023,168,5-2023,27,1,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,
62,8-2023,144,5-2023,27,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,
63,8-2023,75,5-2023,27,1,,,,,,,,,,,,,,,,,,,1,,,129,,,,,
64,5-2023,162,8-2023,165,1,,,,,,,,,,,,,,,,,,,1,,,55,,,,,
65,8-2023,66,5-2023,27,1,,1,,,,,,1,,,,,,1,1,1,,,,,,,,,,,
66,8-2023,53,5-2023,27,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
67,8-2023,140,5-2023,27,1,1,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,
68,8-2023,141,5-2023,27,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
69,8-2023,55,5-2023,27,1,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,
70,8-2023,157,5-2023,27,1,1,1,,,,,,,,,,,1,,,,,,,,1,27,,,,,
71,8-2023,143,5-2023,27,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
72,5-2023,166,8-2023,165,,,,,,,,1,,,,,,,,,,,,,,1,55,165,,,,
73,8-2023,165,5-2023,27,1,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,
74,8-2023,168,5-2023,27,1,,1,,,,,,,1,,,,1,,1,1,,,,,,,,,,,
75,8-2023,75,5-2023,27,1,2,,1,,,,,,,,,,,,,,,,,1,,131,125,,,,
76,5-2023,167,8-2023,165,1,,1,,,,,,,,,,,,,,,,,,1,,168,66,,,,
77,8-2023,53,5-2023,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,5-2023,126,8-2023,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
